date,region_code,accident_count,game_count,sport_types,has_playoff,temperature,precipitation,weather_condition,is_holiday,weekday
2023-12-30,서울_송파구,0,0,없음,0,,,정보없음,0,토
2023-12-31,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-01-01,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-01-02,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-01-03,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-01-04,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-01-05,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-01-06,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-01-07,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-01-08,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-01-09,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-01-10,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-01-11,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-01-12,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-01-13,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-01-14,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-01-15,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-01-16,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-01-17,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-01-18,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-01-19,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-01-20,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-01-21,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-01-22,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-01-23,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-01-24,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-01-25,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-01-26,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-01-27,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-01-28,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-01-29,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-01-30,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-01-31,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-02-01,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-02-02,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-02-03,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-02-04,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-02-05,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-02-06,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-02-07,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-02-08,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-02-09,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-02-10,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-02-11,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-02-12,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-02-13,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-02-14,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-02-15,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-02-16,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-02-17,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-02-18,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-02-19,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-02-20,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-02-21,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-02-22,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-02-23,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-02-24,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-02-25,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-02-26,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-02-27,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-02-28,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-02-29,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-03-01,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-03-02,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-03-03,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-03-04,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-03-05,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-03-06,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-03-07,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-03-08,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-03-09,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-03-10,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-03-11,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-03-12,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-03-13,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-03-14,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-03-15,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-03-16,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-03-17,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-03-18,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-03-19,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-03-20,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-03-21,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-03-22,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-03-23,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-03-24,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-03-25,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-03-26,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-03-27,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-03-28,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-03-29,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-03-30,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-03-31,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-04-01,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-04-02,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-04-03,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-04-04,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-04-05,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-04-06,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-04-07,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-04-08,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-04-09,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-04-10,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-04-11,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-04-12,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-04-13,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-04-14,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-04-15,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-04-16,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-04-17,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-04-18,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-04-19,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-04-20,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-04-21,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-04-22,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-04-23,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-04-24,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-04-25,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-04-26,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-04-27,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-04-28,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-04-29,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-04-30,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-05-01,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-05-02,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-05-03,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-05-04,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-05-05,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-05-06,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-05-07,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-05-08,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-05-09,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-05-10,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-05-11,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-05-12,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-05-13,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-05-14,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-05-15,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-05-16,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-05-17,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-05-18,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-05-19,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-05-20,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-05-21,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-05-22,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-05-23,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-05-24,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-05-25,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-05-26,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-05-27,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-05-28,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-05-29,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-05-30,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-05-31,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-06-01,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-06-02,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-06-03,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-06-04,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-06-05,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-06-06,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-06-07,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-06-08,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-06-09,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-06-10,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-06-11,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-06-12,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-06-13,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-06-14,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-06-15,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-06-16,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-06-17,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-06-18,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-06-19,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-06-20,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-06-21,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-06-22,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-06-23,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-06-24,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-06-25,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-06-26,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-06-27,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-06-28,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-06-29,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-06-30,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-07-01,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-07-02,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-07-03,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-07-04,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-07-05,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-07-06,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-07-07,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-07-08,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-07-09,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-07-10,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-07-11,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-07-12,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-07-13,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-07-14,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-07-15,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-07-16,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-07-17,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-07-18,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-07-19,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-07-20,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-07-21,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-07-22,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-07-23,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-07-24,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-07-25,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-07-26,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-07-27,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-07-28,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-07-29,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-07-30,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-07-31,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-08-01,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-08-02,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-08-03,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-08-04,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-08-05,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-08-06,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-08-07,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-08-08,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-08-09,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-08-10,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-08-11,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-08-12,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-08-13,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-08-14,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-08-15,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-08-16,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-08-17,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-08-18,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-08-19,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-08-20,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-08-21,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-08-22,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-08-23,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-08-24,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-08-25,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-08-26,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-08-27,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-08-28,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-08-29,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-08-30,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-08-31,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-09-01,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-09-02,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-09-03,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-09-04,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-09-05,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-09-06,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-09-07,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-09-08,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-09-09,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-09-10,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-09-11,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-09-12,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-09-13,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-09-14,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-09-15,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-09-16,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-09-17,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-09-18,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-09-19,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-09-20,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-09-21,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-09-22,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-09-23,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-09-24,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-09-25,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-09-26,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-09-27,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-09-28,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-09-29,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-09-30,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-10-01,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-10-02,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-10-03,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-10-04,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-10-05,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-10-06,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-10-07,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-10-08,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-10-09,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-10-10,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-10-11,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-10-12,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-10-13,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-10-14,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-10-15,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-10-16,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-10-17,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-10-18,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-10-19,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-10-20,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-10-21,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-10-22,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-10-23,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-10-24,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-10-25,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-10-26,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-10-27,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-10-28,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-10-29,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-10-30,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-10-31,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-11-01,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-11-02,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-11-03,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-11-04,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-11-05,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-11-06,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-11-07,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-11-08,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-11-09,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-11-10,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-11-11,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-11-12,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-11-13,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-11-14,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-11-15,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-11-16,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-11-17,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-11-18,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-11-19,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-11-20,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-11-21,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-11-22,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-11-23,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-11-24,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-11-25,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-11-26,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-11-27,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-11-28,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-11-29,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-11-30,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-12-01,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-12-02,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-12-03,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-12-04,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-12-05,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-12-06,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-12-07,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-12-08,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-12-09,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-12-10,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-12-11,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-12-12,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-12-13,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-12-14,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-12-15,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-12-16,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-12-17,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-12-18,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-12-19,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-12-20,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-12-21,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-12-22,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-12-23,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-12-24,서울_송파구,0,0,없음,0,,,정보없음,0,화
2024-12-25,서울_송파구,0,0,없음,0,,,정보없음,0,수
2024-12-26,서울_송파구,0,0,없음,0,,,정보없음,0,목
2024-12-27,서울_송파구,0,0,없음,0,,,정보없음,0,금
2024-12-28,서울_송파구,0,0,없음,0,,,정보없음,0,토
2024-12-29,서울_송파구,0,0,없음,0,,,정보없음,0,일
2024-12-30,서울_송파구,0,0,없음,0,,,정보없음,0,월
2024-12-31,서울_송파구,0,0,없음,0,,,정보없음,0,화
